Handle,Tracklist,Format,Label,ReleaseYear
richard-hawley-late-night-final-lp-new-vinyl-setlp088c,"1. Something Is...! (3:42)
2. Baby You're My Light (2:56)
3. Love Of My Life (3:20)
4. The Nights Are Cold (2:49)
5. Can You Hear The Rain Love (4:55)
6. Lonely Night (2:45)
7. Precious Sight (4:15)
8. No Way Home (4:14)
9. Cry A Tear For The Man In The Moon (3:26)
10. Long Black Train (4:13)
11. The Light At The End Of The Tunnel (Was A Train Coming The Other Way) (4:54)",Vinyl,Setanta,2019
richard-hawley-lowedges-lp-new-vinyl-setlp110c,"1. Run For Me (4:07)
2. Darlin' (3:32)
3. Oh My Love (3:45)
4. The Only Road (5:41)
5. On The Ledge (3:20)
6. You Don't Miss Your Water (Till Your River Runs Dry) (4:56)
7. The Motorcycle Song (2:57)
8. It's Over Love (2:45)
9. I'm On Nights (3:25)
10. Danny (3:50)
11. The Nights Are Made For Us (2:42)",Vinyl,Setanta,2023
richard-hawley-richard-hawley-lp-new-vinyl-setlp153c,"1. Coming Home 
2. Bang To Rights 
3. Sunflower 
4. Caravan 
5. Naked In Pitsmoor 
6. Time Has Made A Change 
7. Happy Families 
8. Caned 
9. Cheap Spanish Whine 
10. Sick Pay 
11. Troublesome Waters 
12. Aran Loop ",Vinyl,Setanta,2023
richard-hawley-standing-at-the-skys-edge-lp-new-vinyl-setlp173c,"1. She Brings The Sunlight 
2. Standing At The Sky's Edge 
3. Time Will Bring You Winter 
4. Down In The Woods 
5. Seek It 
6. Don't Stare At The Sun 
7. The Wood Collier's Grave 
8. Leave Your Body Behind You 
9. Before ",Vinyl,"Setanta, Parlophone",2019
barry-hay-victory-of-bad-taste-lp-new-vinyl-movlp3790c,"1. Draggin´ The Line (4:30)
2. I'd Lie To You For Love (3:40)
3. Jezebel (4:20)
4. Favourite Spot (6:10)
5. Firewater (4:33)
6. Did You Really Mean It? (4:40)
7. She's Here (5:00)
8. Girl (Is A Man's Best Friend) (6:09)",Vinyl,"Music On Vinyl, Artone Label Group, Sony Music",2025
isaac-hayes-hot-buttered-soul-lp-new-vinyl-0888072029200,"1. Walk On By (12:00)
2. Hyperbolicsyllabicsesquedalmistic (9:55)
3. One Woman (5:00)
4. By The Time I Get To Phoenix (18:40)",Vinyl,"Craft Recordings, Enterprise",2018
lee-hazlewood-the-lhi-years-singles-nudes-backsides-1968-71-lp-new-vinyl-lita084lp,"1. Califia (Stone Rider) 
2. The Bed 
3. Sleep In The Grass 
4. Leather And Lace 
5. If It's Monday Morning 
6. The Night Before 
7. Bye Babe 
8. Victims Of The Night 
9. Chico 
10. Hey Cowboy 
11. No Train To Stockholm 
12. Won't You Tell Your Dreams 
13. Nobody Like You 
14. Trouble Maker 
15. What's More I Don't Need Her 
16. Come On Home To Me 
17. I Just Learned To Run ",Vinyl,"Light In The Attic, LHI Records",2023
andr-hazes-nu-lp-new-vinyl-movlp3545c,"1. Ik Neem Je Mee (3:41)
2. Ga Maar Weg (3:13)
3. Niet Mee Bemoeien (4:34)
4. Boem Boem (4:08)
5. Blijf Nog Even Hangen (4:13)
6. Mijn Kleine Meid (3:20)
7. Met Jou Wil Ik Leven (3:17)
8. Je Ouwe Heer (2:59)
9. Weer Een Dag Voorbij (3:36)
10. Is Het Waar (3:19)
11. Poei Poei (3:59)
12. Het Maakt Mij Niets Meer Uit (3:41)
13. Ik Leef Mijn Leven (3:45)
14. We Gaan Gezellig Naar De Kroeg (3:17)",Vinyl,Music On Vinyl,2023
andr-hazes-onder-de-mensen-lp-new-vinyl-movlp3474c,"1. Manke Nelis Medley (4:32)
2. Leven Op 'T Plein (3:43)
3. Twee Bruine Ogen (3:04)
4. Met Jou Alleen (3:51)
5. Wie Ben Jij (3:00)
6. Maar Het Is Echt Te Laat (3:14)
7. Zeg Geen Nee Tegen Het Leven (3:35)
8. Jouw Wereld Is De Mijne Niet (3:28)
9. Als Ik Jou Zie (3:18)
10. 'T Zijn Momenten (3:28)
11. Je Verstand Op Nul (3:26)
12. Italiaanse Medley (5:41)
13. Ja, Dat Is Zijn Leven (3:57)",Vinyl,"Music On Vinyl, EMI",2023
andr-hazes-samen-lp-new-vinyl-movlp3430c,"1. Zal Jij Mij Nooit Vergeten (3:54)
2. 't Rode Licht (3:36)
3. Sorry (4:04)
4. Voor Altijd Hier Bij Mij (4:00)
5. De Wereld Leek Zo Mooi (3:13)
6. Sinds Jij Weg Bent (3:02)
7. Leef Nu Maar Je Eigen Leven (3:53)
8. Zomer (3:37)
9. Laat Mij Nu Maar Gaan (4:15)
10. Niemand Zoals Jij (3:09)
11. Samen (3:40)
12. Wat 'N Ander Ook Zegt (3:08)
13. Als Jij Hier Blijft (3:56)
14. Breng de Zon Weer In M'n Huis (3:00)",Vinyl,"Music On Vinyl, EMI, Universal Music",2023
andr-hazes-strijdlustig-lp-new-vinyl-movlp3546c,"1. Waar Ben Jij (3:26)
2. Laat Me Vrij (3:07)
3. Ik Ben Daar (3:30)
4. Over En Uit (3:44)
5. Bloed, Zweet En Tranen (4:01)
6. Zie Ik Jou Maar Even (3:05)
7. Nu Ik Weet Wat Ik Mis (3:30)
8. Na, Na, Na (3:45)
9. Laat Mij Zo Leven (3:47)
10. Papa (3:47)
11. Ik Hou Van Jou (3:44)
12. Zoveel Jaren (5:09)
13. Ik Ben Weer Terug (3:31)
14. Opnieuw Beginnen (3:41)
15. Mocht De Zon Verdwijnen (3:24)",Vinyl,"Universal Music, Music On Vinyl",2023
andr-hazes-zo-is-het-leven-lp-new-vinyl-movlp2882c,"1. Mamma (3:58)
2. Witte Rozen (4:09)
3. Met De Kinderen Naar De Kermis (2:13)
4. Waarom (2:54)
5. Een Tulp Is Veel Mooier (2:30)
6. Je Speelde Met Mij (3:02)
7. De Vlieger (3:49)
8. Ik Maak Van Je Leven Een Sprookje (3:32)
9. Kom Terug Bij Mij (2:49)
10. Kleine Verschoppeling (3:09)
11. Ik Kan Gewoon Niet Zonder Jou (2:43)
12. Twee Lippen Zo Rood (2:50)",Vinyl,"Universal Music, Music On Vinyl",2021
h-blockx-get-in-the-ring-lp-new-vinyl-movlp2706c,"1. C'mon (3:39)
2. The Power (4:06)
3. Get In The Ring (5:00)
4. All Season Love (3:53)
5. You're The One (3:34)
6. Don't Bring Me Down (4:02)
7. Berlin - Monsta City (4:08)
8. Witnezz (R U Wit' Me ???) (4:05)
9. Come Bad (4:01)
10. Million Miles (4:20)
11. Lost My Mind (3:53)
12. Ring Of Fire (3:03)",Vinyl,"Music On Vinyl, Sony Music",2022
imogen-heap-speak-for-yourself-lp-new-vinyl-movlp2300,"1. Headlock (3:36)
2. Goodnight And Go (3:52)
3. Have You Got It In You? (4:11)
4. Loose Ends (3:40)
5. Hide And Seek (4:28)
6. Clear The Area (4:14)
7. Daylight Robbery (3:21)
8. The Walk (5:14)
9. Just For Now (3:00)
10. I Am In Love With You (3:08)
11. Closing In (4:48)
12. The Moment I Said It (5:56)",Vinyl,Music On Vinyl,2019
heatwave-heatwaves-greatest-hits-lp-new-vinyl-movlp3094c,"1. Boogie Nights (3:36)
2. Always And Forever (4:47)
3. Lettin' It Loose (4:19)
4. Look After Love (4:20)
5. The Groove Line (4:22)
6. Gangsters Of The Groove (4:02)
7. Mind Blowing Decisions (4:16)
8. Posin' Til Closin' (3:38)
9. The Big Guns (4:07)",Vinyl,Music On Vinyl,2023
the-hedrons-one-more-wont-kill-us-lp-new-vinyl-pnfg10t,"1. Heatseeker 
2. Couldn't Leave Her Alone 
3. I Need You 
4. Be My Friend 
5. Falling Star 
6. Stop, Look & Listen 
7. Once Upon A Time 
8. Bad Charm 
9. Frame Of Mind 
10. Sympathy 
11. Place Like This 
12. One More Won't Kill Me 
13. What Am I To Do 
14. Dear Thomas ","1xVinyl, LP, Album, Limited Edition, Coloured Vinyl, Translucent Blue Vinyl, Reissue, Remastered",Past Night From Glasgow,2022
the-hedrons-one-more-wont-kill-us-lp-new-vinyl-pnfg10r,"1. Heatseeker 
2. Couldn't Leave Her Alone 
3. I Need You 
4. Be My Friend 
5. Falling Star 
6. Stop, Look & Listen 
7. Once Upon A Time 
8. Bad Charm 
9. Frame Of Mind 
10. Sympathy 
11. Place Like This 
12. One More Won't Kill Me 
13. What Am I To Do 
14. Dear Thomas ","1xVinyl, LP, Album, Limited Edition, Coloured Vinyl, Translucent Red Vinyl, Reissue, Remastered",Past Night From Glasgow,2022
heideroosjes-sinema-lp-new-vinyl-movlp3658c,"1. Sinema (3:36)
2. Psychic (2:12)
3. Why Does Everybody Steal My Hits? (2:29)
4. The World (2:38)
5. Damclub Hooligan (3:25)
6. Delete Me (2:08)
7. Mamelodi Memories (4:31)
8. De Portier (Blij Dat Ie Blaffen Kan) (2:57)
9. Scapegoat Revolution (1:59)
10. Come Clean (1:59)
11. Dan Breekt Hel Los (3:13)
12. Ebersberg (2:29)
13. One On One (2:47)
14. One Way Ticket (2:22)
15. We All Share The Same Sun (4:06)
16. Euronoise (8:51)
17. Bag full of stories (0:00)",Vinyl,"Music On Vinyl, Epitaph Records",2024
joe-henderson-inner-urge-lp-new-vinyl-3876183,"1. Inner Urge 
2. Isotope 
3. El Barrio 
4. You Know I Care 
5. Night And Day ",Vinyl,"Blue Note, UMe, Blue Note, Blue Note, Blue Note, Blue Note, UMe",2022
the-jimi-hendrix-experience-are-you-experienced-lp-new-vinyl-movlp725,"1. Foxy Lady (3:19)
2. Manic Depression (3:42)
3. Red House (3:42)
4. Can You See Me (2:33)
5. Love Or Confusion (3:11)
6. I Don't Live Today (3:55)
7. May This Be Love (3:11)
8. Fire (2:43)
9. Third Stone From The Sun (6:44)
10. Remember (2:48)
11. Are You Experienced (4:14)",Vinyl,"Music On Vinyl, Experience Hendrix, Legacy",2013
the-jimi-hendrix-experience-axis-bold-as-love-lp-new-vinyl-0888751345218,"1. Exp (1:55)
2. Up From The Skies (2:55)
3. Spanish Castle Magic (3:00)
4. Wait Until Tomorrow (3:00)
5. Ain't No Telling (1:46)
6. Little Wing (2:24)
7. If 6 Was 9 (5:32)
8. You Got Me Floatin' (2:45)
9. Castles Made Of Sand (2:46)
10. She's So Fine (2:37)
11. One Rainy Wish (3:40)
12. Little Miss Lover (2:20)
13. Bold As Love (4:09)",Vinyl,"Experience Hendrix, Sony Music, Legacy",2015
jimi-hendrix-band-of-gypsys-lp-new-vinyl-0886976239916,"1. Who Knows (9:32)
2. Machine Gun (12:33)
3. Changes (5:10)
4. Power To Love (6:53)
5. Message To Love (5:22)
6. We Gotta Live Together (5:46)",Vinyl,"Music On Vinyl, Experience Hendrix, Legacy",2010
the-jimi-hendrix-experience-axis-bold-as-love-lp-new-vinyl-0887654197115,"1. EXP (1:13)
2. Up From The Skies (2:57)
3. Spanish Castle Magic (3:05)
4. Wait Until Tomorrow (3:02)
5. Ain't No Telling (1:49)
6. Little Wing (2:25)
7. If 6 Was 9 (5:36)
8. You Got Me Floatin' (2:39)
9. Castles Made Of Sand (2:48)
10. She's So Fine (2:40)
11. One Rainy Wish (3:42)
12. Little Miss Lover (2:21)
13. Bold As Love (4:11)",Vinyl,"Experience Hendrix, Legacy",2013
jimi-hendrix-experience-hendrix-the-best-of-jimi-hendrix-lp-new-vinyl-0889854478711,"1. Purple Haze (2:51)
2. Fire (2:43)
3. The Wind Cries Mary (3:20)
4. Hey Joe (3:29)
5. All Along The Watchtower (3:58)
6. Stone Free (3:35)
7. Crosstown Traffic (2:19)
8. Manic Depression (3:42)
9. Little Wing (2:25)
10. If 6 Was 9 (5:34)
11. Foxey Lady (3:18)
12. Bold As Love (4:11)
13. Castles Made Of Sand (2:47)
14. Red House (3:50)
15. Voodoo Child (Slight Return) (5:12)
16. Freedom (3:25)
17. Night Bird Flying (3:50)
18. Angel (4:22)
19. Dolly Dagger (4:45)
20. Star Spangled Banner (3:46)",Vinyl,"Experience Hendrix, Legacy",2017
jimi-hendrix-the-cry-of-love-lp-new-vinyl-88843091781,"1. Freedom (3:24)
2. Drifting (3:46)
3. Ezy Ryder (4:09)
4. Night Bird Flying (3:50)
5. My Friend (4:40)
6. Straight Ahead (4:42)
7. Astro Man (3:37)
8. Angel (4:25)
9. In From The Storm (3:42)
10. Belly Button Window (3:34)",Vinyl,"Experience Hendrix, Legacy",2014
herbie-mann-the-bill-evans-trio-nirvana-lp-new-vinyl-9789871972982,"1. Nirvana (5:45)
2. Gymnopedie (3:17)
3. I Love You (6:58)
4. Willow Weep For Me (5:30)
5. Lover Man (4:49)
6. Cashmere (6:45)",Vinyl,Atlantic,2022
herman-brood-his-wild-romance-shpritsz-lp-new-vinyl-movlp090g,"1. Saturday Night 
2. Dope Sucks 
3. One 
4. Doin' It 
5. Champagne (& Wine) 
6. Back (In Y'r Love) 
7. Hit 
8. R & Roll Junkie 
9. Never Enough 
10. Pain 
11. Get Lost 
12. Hot Talk 
13. Prisoners 
14. Doreen 
15. Skid Row ",Vinyl,Music On Vinyl,2023
herman-brood-his-wild-romance-the-brood-lp-new-vinyl-movlp3856c,"1. Tattoo (3:09)
2. Lady Killer (3:58)
3. Help Me (3:57)
4. Burn (3:00)
5. Price (3:40)
6. Answer (2:00)
7. Jazz (1:56)
8. Eyes (2:49)
9. Fake (2:39)
10. No Ballad (4:02)
11. Nightcat (3:04)
12. My Girl (2:35)
13. Speedo (0:55)
14. Groupie (3:34)
15. Lady Killer (Single Version) (4:53)",Vinyl,"Music On Vinyl, Artone Label Group, Sky, Universal Music",2024
herman-brood-his-wild-romance-go-nutz-lp-new-vinyl-movlp3035c,"1. Go Nutz (3:05)
2. Love You Like I Love Myself (3:32)
3. I Don't Need You (3:36)
4. I'll Be Doggone (3:43)
5. Right On The Money (4:26)
6. Hot Shot (3:30)
7. Born Before My Time (4:28)
8. Beauty Is Only Skin Deep (2:58)
9. Easy Pick Up (4:33)
10. Laurie (4:05)",Vinyl,"Sony Music, Music On Vinyl",2023
herman-kelly-life-dance-to-the-drummers-beat-lp-new-vinyl-mov12081,"1. Dance To The Drummer's Beat (Disco Version) 
2. Easy Going (Noches Eternas) 
3. Dance To The Drummer's Beat (Remixed By Jim Burgess) 
4. Who's The Funky DJ? ",Vinyl,"Music On Vinyl, T.K. Disco",2024
lauryn-hill-mtv-unplugged-no-20-lp-new-vinyl-0190758512112,"1. Intro (2:28)
2. Mr Intentional (6:58)
3. Adam Lives In Theory (7:32)
4. Interlude 1 (1:48)
5. Oh Jerusalem (8:57)
6. Interlude 2 (1:20)
7. Freedom Time (5:03)
8. Interlude 3 (3:18)
9. I Find It Hard To Say (Rebel) (6:52)
10. Just Like Water (6:07)
11. Interlude 4 (1:38)
12. Just Want You Around (4:45)
13. I Gotta Find Peace Of Mind (9:16)
14. Interlude 5 (12:04)
15. Mystery Of Inquity (5:23)
16. Interlude 6 (1:49)
17. I Get Out (5:21)
18. Interlude 7 (0:15)
19. I Remember (3:46)
20. So Much Things To Say (5:51)
21. The Conquering Lion (3:13)
22. Outro (3:07)",Vinyl,"Columbia, Legacy",2018
him-2-xx-lp-new-vinyl-movlp661,"1. Strange World 
2. Join Me (In Death) 
3. Heartkiller 
4. Wings Of A Butterfly 
5. The Kiss Of Dawn (Radio Edit) 
6. The Funeral Of Hearts (Radio Edit) 
7. Right Here In My Arms (Radio Edit) 
8. Pretending 
9. Buried Alive By Love (Radio Edit) 
10. Gone With The Sin 
11. Your Sweet Six Six Six 
12. The Sacrament (Radio Edit) 
13. Wicked Game 
14. Killing Loneliness 
15. Bleed Well (Radio Edit) 
16. In Joy And Sorrow (Radio Edit) 
17. Poison Girl 
18. Scared To Death 
19. When Love And Death Embrace (Radio Edit) 
20. Heartache Every Moment ",Vinyl,"Music On Vinyl, Sony Music",2012
joe-hisaishi-hisaishi-in-vienna-symphony-no-2-lp-new-vinyl-6500186,"1. Symphony No. 2: I. Movement 
2. Symphony No. 2: II. Movement 
3. Symphony No. 2: III. Movement 
4. Merry-Go-Round of Life 
5. One Summer's Day 
6. The Boy And The Heron 
7. World's End ","2xVinyl, LP, Album, Live, Gatefold","Deutsche Grammophon, Universal Music Group",2024
hole-2-live-through-this-lp-new-vinyl-4784967,"1. Violet (3:24)
2. Miss World (2:58)
3. Plump (2:34)
4. Asking For It (3:29)
5. Jennifers Body (3:41)
6. Doll Parts (3:31)
7. Credit In The Straight World (3:11)
8. Softer, Softest (3:27)
9. She Walks On Me (3:23)
10. I Think That I Would Die (3:36)
11. Gutless (2:15)
12. Rock Star (2:41)",Vinyl,"DGC, Universal Music Group International",2016
holeg-spies-brave-new-world-lp-new-vinyl-lsd163lp,"1. Brave New World 
2. Deep Water 
3. The Light 
4. Echoes 
5. Interstellar 
6. Lost In Space 
7. The Message 
8. The End Of An Era ","1xVinyl, LP, Album, Limited Edition, Coloured Vinyl, Orange Vinyl, Heavyweight Vinyl, Digital Download Code",Liquid Sound Design,2023
billie-holiday-the-commodore-master-takes-lp-new-vinyl-movlp3819,"1. Strange Fruit (3:13)
2. Yesterdays (3:27)
3. Fine And Mellow (3:18)
4. I Gotta Right To Sing The Blues (2:53)
5. How Am I To Know? (2:50)
6. My Old Flame (3:05)
7. I'll Get By (3:01)
8. I Cover The Waterfront (3:33)
9. I'll Be Seeing You (3:35)
10. I'm Yours (3:19)
11. Embraceable You (3:18)
12. As Time Goes By (3:15)
13. He's Funny That Way (3:20)
14. Lover, Come Back To Me (3:21)
15. Billie's Blues (3:10)
16. On The Sunny Side Of The Street (3:05)",Vinyl,"Music On Vinyl, Universal Music, GRP",2024
billie-holiday-great-women-of-song-lp-new-vinyl-5588535,"1. Blue Moon 
2. I'll Be Seeing You 
3. Solitude 
4. Crazy He Calls Me 
5. Good Morning Heartache 
6. Strange Fruit 
7. As Time Goes By 
8. April In Paris 
9. Autumn In New York 
10. You Go To My Head 
11. Lover Man 
12. Lady Sings The Blues ",Vinyl,"Verve Records, UMe",2023
billie-holiday-billie-holiday-sings-an-evening-with-billie-holiday-two-original-albums-lp-new-vinyl-vpl90001,"1. Billie Holiday Sings 
2. I Only Have Eyes For You 
3. You Turned The Tables On Me 
4. Blue Moon 
5. Solitude 
6. These Foolish Things (Remind Me Of You) 
7. Easy To Love 
8. You Go To My Head 
9. East Of The Sun (And West Of The Moon) 
10. An Evening With Billie Holiday 
11. Stormy Weather 
12. Lover Come Back To Me 
13. My Man 
14. He's Funny That Way 
15. Yesterdays 
16. Tenderly 
17. Can't Face The Music 
18. Remember ",Vinyl,Vinyl Passion,2024
billie-holiday-songs-for-distingu-lovers-lp-new-vinyl-4864424,"1. Day In, Day Out (6:48)
2. A Foggy Day (4:40)
3. Stars Fell On Alabama (4:31)
4. One For My Baby (And One More For The Road) (5:42)
5. Just One Of Those Things (5:32)
6. I Didn't Know What Time It Was (6:02)",Vinyl,"Verve Records, UMe, Verve Records",2023
tom-holkenborg-army-of-the-dead-music-from-the-netflix-film-lp-new-vinyl-ww141,"1. Viva Las Vegas 
2. Toten Hosen 
3. Swimming Pool 
4. Scott And Kate 
5. Zeus And Athena 
6. Not Here 
7. 3 Flares 
8. The Battle 
9. The Drill 
10. Not Sure ","Vinyl, Vinyl, All Media","Waxwork Records, Milan, Sony Classical, Netflix",2021
guns-n-roses-greatest-hits-lp-new-vinyl-vpl80013c,"1. Welcome To The Jungle 
2. Sweet Child O' Mine 
3. Patience 
4. Paradise City 
5. You Could Be Mine 
6. Don't Cry (Original Version) 
7. November Rain 
8. Hard Skool ","1xVinyl, LP, Album, Compilation, Limited Edition, Coloured Vinyl, Clear Vinyl, Gold Color-in-Color, 180 Gram, Reissue","Vinyl Passion, Geffen Records",2025
rupert-holmes-five-savage-men-lp-new-vinyl-rmlp3191le,"1. There's So Little Time (Vocal) (3:21)
2. The Animals (2:25)
3. The Land (1:30)
4. Ride Of The Animals (3:14)
5. Feast Of The Coyote (1:05)
6. There's So Little Time (Instr.) (2:02)
7. Judgement Day (3:07)
8. The Chase (2:02)
9. Death Of Chatto (1:23)
10. There's So Little Time (2:09)",Vinyl,Reel (2),2022
herbert-von-karajan-gustav-holst-wiener-philharmoniker-the-planets-op-32-lp-new-vinyl-vpc85011,1. The Planets Op. 32 ,Vinyl,Vinyl Passion Classical,2015
honne-lets-just-say-the-world-ended-a-week-from-now-what-would-you-do-lp-new-vinyl-0190296684012,"1. IDGAF About Pain (2:36)
2. Coming Home (3:29)
3. What Would You Do  (3:12)
4. Dancing On A Cloud (4:04)
5. Now I'm Alone (3:44)
6. Three Strikes (3:24)
7. Talk To Me (3:21)
8. Back On Top (2:53)
9. Easy On Me  (3:22)
10. I'm The Lucky One (3:41)
11. Heartsong (4:26)",Vinyl,"Atlantic, Tatemae Recordings",2021
john-lee-hooker-never-get-out-of-these-blues-alive-lp-new-vinyl-movlp720,"1. Bumblebee, Bumblebee 
2. Hit The Road 
3. Country Boy 
4. Boogie With The Hook 
5. T.B. Sheets 
6. Letter To My Baby 
7. Never Get Out Of These Blues Alive ",Vinyl,"Music On Vinyl, ABC Records",2013
hooverphonic-a-new-stereophonic-sound-spectacular-remixes-lp-new-vinyl-mov12019c,"1. 2wicky (DJ Pulse Remix) 
2. 2wicky (Not So Extended Hoovering Version) 
3. Inhaler (Drum ‘N’ Orch Remix By Hoover) 
4. Inhaler (Mr Pink Remix By Hector Zazou) ",Vinyl,Music On Vinyl,2021
hooverphonic-blue-wonder-power-milk-lp-new-vinyl-movlp1394c,"1. Battersea 
2. One Way Ride 
3. Dictionary 
4. Club Montepulciano 
5. Eden 
6. Lung 
7. Electro Shock Faders 
8. Out Of Tune 
9. This Strange Effect 
10. Renaissance Affair 
11. Tuna 
12. Magenta ",Vinyl,"Music On Vinyl, Sony Music, Columbia Records",2025
hooverphonic-in-wonderland-lp-new-vinyl-movlp2887c,"1. In Wonderland (4:37)
2. I Like The Way I Dance (3:04)
3. Badaboum (3:17)
4. Cocaine Kids (3:17)
5. Deep Forest (3:23)
6. Thin Line (3:13)
7. Hiding In A Song (3:09)
8. Praise Be (3:02)
9. God's Gift (3:32)
10. Moving (3:38)",Vinyl,"Music On Vinyl, Sony Music, Columbia",2022
hooverphonic-the-magnificent-tree-lp-new-vinyl-movlp1613c,"1. Autoharp (4:21)
2. Mad About You (3:43)
3. Waves (4:01)
4. Jackie Cane (4:20)
5. The Magnificent Tree (3:55)
6. Vinegar & Salt (3:20)
7. Frosted Flake Wood (3:17)
8. Every Time We Live Together We Die A Bit More (3:33)
9. Out Of Sight (3:55)
10. Pink Fluffy Dinosaurs (3:50)
11. L'Odeur Animale (3:47)",Vinyl,Music On Vinyl,2025
hooverphonic-a-new-stereophonic-sound-spectacular-lp-new-vinyl-movlp365y,"1. Inhaler (5:11)
2. 2Wicky (4:44)
3. Wardrope (4:31)
4. Plus Profond (4:24)
5. Barabas (3:50)
6. Cinderella (3:52)
7. Nr 9 (3:38)
8. Sarangi (4:16)
9. Someone (4:11)
10. Revolver (3:54)
11. Innervoice (4:34)",Vinyl,"Music On Vinyl, Columbia, Sony Music",2025
hooverphonic-hooverphonic-presents-jackie-cane-lp-new-vinyl-movlp1812c,"1. Sometimes  
2. One 
3. Human Interest 
4. Nirvana Blue  
5. The World Is Mine 
6. Jackie's Delirium  
7. Sad Song 
8. Day After Day 
9. Shampoo 
10. Others Delight 
11. Opium 
12. The Last Supper 
13. The Kiss ",Vinyl,Music On Vinyl,2025
vladimir-horowitz-frdric-chopin-robert-schumann-sergei-vasilyevich-rachmaninoff-franz-liszt-columbia-records-presents-vladimir-horowitz-works-by-chopin-rachmaninoff-schumann-and-liszt-lp-new-vinyl-vpc85071,"1. Sonata No. 2 In B-Flat Minor, Op. 35 (21:23)
2. Étude-Tableau In C Major, Op. 33, No. 2 (2:45)
3. Étude-Tableau In E-Flat Minor, Op. 39, No. 5 (4:42)
4. Arabesque, Op. 18 (5:31)
5. Hungarian Rhapsody No. 19 (9:42)",Vinyl,Vinyl Passion Classical,2019
the-house-of-love-audience-with-the-mind-lp-new-vinyl-umclp057,"1. Sweet Anatomy 
2. Audience With The Mind 
3. Haloes 
4. Erosion 
5. Call Me 
6. Shining On 
7. Portrait In Atlanta 
8. Corridors 
9. Hollow 
10. All Night Long 
11. Into The Tunnel 
12. You’ve Got To Feel ",Vinyl,"UMC, Proper Records (2)",2023
various-the-bodyguard-original-soundtrack-album-lp-new-vinyl-19439973861,"1. I Will Always Love You (4:31)
2. I Have Nothing (4:48)
3. I'm Every Woman (4:45)
4. Run To You (4:24)
5. Queen Of The Night (3:08)
6. Jesus Loves Me (5:11)
7. Even If My Heart Would Break (4:58)
8. Someday (I'm Coming Back) (4:57)
9. It's Gonna Be A Lovely Day (4:47)
10. (What's So Funny 'Bout) Peace, Love And Understanding (4:04)
11. Theme From The Bodyguard (2:40)
12. Trust In Me (4:12)",Vinyl,"Arista, Legacy, Sony Music",2022
whitney-houston-i-will-always-love-you-the-best-of-whitney-houston-lp-new-vinyl-19439880601,"1. You Give Good Love (4:35)
2. Saving All My Love For You (3:59)
3. How Will I Know (4:36)
4. Greatest Love Of All (4:50)
5. I Wanna Dance With Somebody (Who Loves Me) (4:50)
6. Didn't We Almost Have It All (5:07)
7. So Emotional (4:38)
8. Where Do Broken Hearts Go (4:40)
9. I'm Your Baby Tonight (5:03)
10. All The Man That I Need (4:11)
11. I Will Always Love You (4:33)
12. I'm Every Woman (4:45)
13. I Have Nothing (4:53)
14. Exhale (Shoop Shoop) (3:23)
15. I Believe In You And Me (3:55)
16. My Love Is Your Love (4:07)
17. I Look To You (3:40)
18. Never Give Up (4:01)
19. Higher Love (3:48)",Vinyl,"Arista, RCA, Legacy, Sony Music",2021
whitney-houston-i-wish-you-love-more-from-the-bodyguard-lp-new-vinyl-88985483611,"1. I Will Always Love You (Alternate Mix) (5:03)
2. I Have Nothing (Film Version) (4:56)
3. I'm Every Woman (Clivilles & Cole House Mix I Edit) (5:42)
4. Run To You (Film Version) (4:18)
5. Queen Of The Night (Film Version) (3:15)
6. Jesus Loves Me (Film Version) (1:07)
7. Jesus Loves Me (A Capella Version) (4:52)
8. I Will Always Love You (Film Version) (4:34)
9. I Have Nothing (Live) (6:52)
10. Run To You (Live) (4:47)
11. Jesus Loves Me / He's Got The Whole World In His Hands (Live) (10:38)
12. Queen Of The Night (Live) (5:35)
13. I Will Always Love You (Live) (6:15)
14. I'm Every Woman (Live) (5:07)",Vinyl,"Sony Music, Arista, Legacy",2018
whitney-houston-one-wish-the-holiday-album-lp-new-vinyl-19439764101,"1. The First Noël 
2. The Christmas Song (Chestnuts Roasting On An Open Fire) 
3. Little Drummer Boy (Feat. Bobbi Kristina Brown) 
4. One Wish (For Christmas) 
5. Cantique de Noël (O Holy Night) 
6. I'll Be Home For Christmas 
7. Deck The Halls / Silent Night 
8. Have Yourself A Merry Little Christmas 
9. O Come O Come Emmanuel 
10. Who Would Imagine A King 
11. Joy To The World 
12. Do You Hear What I Hear? (With Pentatonix) ",Vinyl,Arista,2021
whitney-houston-whitney-lp-new-vinyl-19658714661,"1. I Wanna Dance With Somebody (Who Loves Me) (4:53)
2. Just The Lonely Talking Again (5:30)
3. Love Will Save The Day (5:20)
4. Didn't We Almost Have It All (5:05)
5. So Emotional (4:36)
6. Where You Are (4:10)
7. Love Is A Contact Sport (4:16)
8. You're Still My Man (4:15)
9. For The Love Of You (5:29)
10. Where Do Broken Hearts Go (4:38)
11. I Know Him So Well (4:30)",Vinyl,"Arista, Sony Music, Legacy",2023
whitney-houston-whitney-houston-lp-new-vinyl-19658714681,"1. You Give Good Love 
2. Thinking About You 
3. Someone For Me 
4. Saving All My Love For You 
5. Nobody Loves Me Like You Do 
6. How Will I Know 
7. All At Once 
8. Take Good Care Of My Heart 
9. Greatest Love Of All 
10. Hold Me ",Vinyl,"Arista, Sony Music",2023
